ffe_dead_ft,fuel_name,fc_lt025,fc_025_1,fc_1_3,fc_3_6,fc_6_12,fc_12_20,fc_20_35,fc_35_50,fc_gt50,litter,duff
1,pines,0.18,0.93,1.77,0.27,0.75,8.38,0.0,0.0,0.0,4.10,3.82
2,redcedar,0.19,0.86,1.58,0.11,0.31,0.67,0.0,0.0,0.0,4.89,4.40
3,pine_hardwood,0.18,0.75,2.42,0.59,0.67,1.34,0.0,0.0,0.0,5.37,3.07
4,oak_hickory,0.15,0.74,1.70,0.38,0.97,2.68,0.0,0.0,0.0,5.17,4.52
5,elm_ash_cottonwood,0.20,0.92,2.19,0.41,1.46,3.80,0.0,0.0,0.0,2.49,2.80
6,maple_beech_birch,0.19,0.88,1.95,0.56,1.62,1.82,0.0,0.0,0.0,3.88,3.41
7,nonstocked,0.02,0.21,0.40,0.02,0.33,0.42,0.0,0.0,0.0,3.12,2.05
