SITHDR      1   1990     10     81     11 41200000 42580000 441369C6 40A4A394 44136AC1
IFHOST  1  0
IFHOST  2  1
IFHOST  3  0
IFHOST  4  1
IFHOST  5  1
IFHOST  6  0
IFHOST  7  0
SITTRE    48     9     5 41300000 3F99999A 3E1F6DF8 425C0000 40F00001 403551C8
SITTRE    49     9     5 41300000 3F99999A 3E1F6DF8 425C0000 40900001 403551C8
SITTRE    50     3     5 41500000 3FF33333 3E99B590 42340000 40F00001 3FD21A09
SITTRE    51     3     5 41500000 3FF33333 3E99B590 42340000 40900001 3FD21A09
SITTRE    52     9     5 40400000 3DCCCCCD 00000000 42820000 41B40001 3EBF3E81
SITTRE    53     9     5 40400000 3DCCCCCD 00000000 42820000 41580002 3EBF3E81
SITTRE    54     3     5 41D80000 40A9999A 3FB7B1A8 42820000 40D0DE14 418B7E64
SITTRE    55     3     5 41D80000 40A9999A 3F7D81F8 42820000 407AA419 4175E7AA
SITTRE    56     8     6 42820000 41200000 3F9C6288 420C0000 3FEAAEFB 4259EE9C
SITTRE    57     8     6 42820000 41200000 3F17F560 420C0000 3F8CCF64 422CC505
SITTRE    58     9     6 42180000 40C33333 3FD1B258 42960000 409DACCF 4207FEFD
SITTRE    59     9     6 42180000 40C33333 3F914A90 42960000 403D35C6 41F016E3
SITTRE    60     3     6 42860000 414B3333 3FA76F68 420C0000 3F91810B 424B92EB
SITTRE    61     3     6 42860000 414B3333 3F618650 420C0000 3F2E9ADA 4233481C
SITTRE    62     8     8 42700000 4119999A 3F7D1380 41C80000 3FFEA5DD 4218426D
SITTRE    63     8     8 42700000 4119999A 3EF4C760 41C80000 3F98C9EB 41F1662C
SITTRE    64     9     8 425C0000 41266666 3F9CB210 42340000 3FD8FA67 426CBDA9
SITTRE    65     9     8 425C0000 41266666 3F54D080 42340000 3F822FD8 4250E75C
SITTRE    66     3     8 4237D0FC 41080000 3F9425CC 41C80000 40226927 4196B729
SITTRE    67     3     8 4237D0FC 41080000 3F489BF8 41C80000 3FC2E496 4184C1C9
SITTRE    68     8     9 42820000 412E6666 3FD58188 42820000 3FC58748 42DEEF34
SITTRE    69     8     9 42820000 412E6666 3F50F6B0 42820000 3F6D08BD 42B0C03F
SITTRE    70     9     9 42700000 41166666 3FA61D00 420C0000 4004CCB6 421DB273
SITTRE    71     9     9 42700000 41166666 3F624700 420C0000 3F9F5C0E 420B2955
SITTRE    72     3    10 41880000 404CCCCD 3F84ACE6 42340000 40F00001 402410B7
SITTRE    73     3    10 41880000 404CCCCD 3F384B68 42340000 40900001 402410B7
SITTRE    74     8    10 40000000 3DCCCCCD 00000000 42820000 40F00001 3D6E2B3B
SITTRE    75     8    10 40000000 3DCCCCCD 00000000 42820000 40900001 3D6E2B3B
SITTRE    76     9    10 41E00000 40B9999A 3FA95D0C 42820000 40AE6878 41E743AB
SITTRE    77     9    10 41E00000 40B9999A 3F6986F8 42820000 40514A2A 41CC1F79
SITTRE    78     3    10 41C80000 40A00000 3F719B10 41C80000 40EAAEFB 40E34F3F
SITTRE    79     3    10 41C80000 40A00000 3F24E008 41C80000 408CCF64 40C847E0
SITTRE    80     8    11 41F00000 40D33333 3FDB3310 42820000 4086B098 424E5EE5
SITTRE    81     8    11 41F00000 40D33333 3F5B8388 42820000 4021A0B7 4223A983
FOL  1  1  1 00000000 00000000
FOL  1  1  2 00000000 00000000
FOL  1  1  3 00000000 00000000
FOL  1  1  4 00000000 00000000
FOL  1  2  1 00000000 00000000
FOL  1  2  2 00000000 00000000
FOL  1  2  3 00000000 00000000
FOL  1  2  4 00000000 00000000
FOL  1  3  1 00000000 00000000
FOL  1  3  2 00000000 00000000
FOL  1  3  3 00000000 00000000
FOL  1  3  4 00000000 00000000
FOL  1  4  1 00000000 00000000
FOL  1  4  2 00000000 00000000
FOL  1  4  3 00000000 00000000
FOL  1  4  4 00000000 00000000
FOL  1  5  1 00000000 00000000
FOL  1  5  2 00000000 00000000
FOL  1  5  3 00000000 00000000
FOL  1  5  4 00000000 00000000
FOL  1  6  1 00000000 00000000
FOL  1  6  2 00000000 00000000
FOL  1  6  3 00000000 00000000
FOL  1  6  4 00000000 00000000
FOL  1  7  1 00000000 00000000
FOL  1  7  2 00000000 00000000
FOL  1  7  3 00000000 00000000
FOL  1  7  4 00000000 00000000
FOL  1  8  1 00000000 00000000
FOL  1  8  2 00000000 00000000
FOL  1  8  3 00000000 00000000
FOL  1  8  4 00000000 00000000
FOL  1  9  1 00000000 00000000
FOL  1  9  2 00000000 00000000
FOL  1  9  3 00000000 00000000
FOL  1  9  4 00000000 00000000
FOL  2  1  1 423B9ABA 423B9ABA
FOL  2  1  2 4180A49D 4180A49D
FOL  2  1  3 402B8628 402B8628
FOL  2  1  4 3FAB8628 3FAB8628
FOL  2  2  1 4334E77E 4334E77E
FOL  2  2  2 42F134A8 42F134A8
FOL  2  2  3 42A0CDC5 42A0CDC5
FOL  2  2  4 41A0CDC5 41A0CDC5
FOL  2  3  1 43986DB7 43986DB7
FOL  2  3  2 4382A731 4382A731
FOL  2  3  3 4359C150 4359C150
FOL  2  3  4 42AE3440 42AE3440
FOL  2  4  1 43DB7514 43DB7514
FOL  2  4  2 43999EC2 43999EC2
FOL  2  4  3 42D2ADD5 42D2ADD5
FOL  2  4  4 41D2ADD5 41D2ADD5
FOL  2  5  1 444582F8 444582F8
FOL  2  5  2 442497CE 442497CE
FOL  2  5  3 4403ACA5 4403ACA5
FOL  2  5  4 442497CE 442497CE
FOL  2  6  1 436A167C 436A167C
FOL  2  6  2 43EA167C 43EA167C
FOL  2  6  3 43EA167C 43EA167C
FOL  2  6  4 44924E0D 44924E0D
FOL  2  7  1 4462A56F 4462A56F
FOL  2  7  2 4407FCDC 4407FCDC
FOL  2  7  3 4387FCDC 4387FCDC
FOL  2  7  4 42B55127 42B55127
FOL  2  8  1 44CBFB4B 44CBFB4B
FOL  2  8  2 44A9FC14 44A9FC14
FOL  2  8  3 4487FCDC 4487FCDC
FOL  2  8  4 44A9FC14 44A9FC14
FOL  2  9  1 43F1C188 43F1C188
FOL  2  9  2 4471C188 4471C188
FOL  2  9  3 4471C188 4471C188
FOL  2  9  4 451718F5 451718F5
FOL  3  1  1 00000000 00000000
FOL  3  1  2 00000000 00000000
FOL  3  1  3 00000000 00000000
FOL  3  1  4 00000000 00000000
FOL  3  2  1 00000000 00000000
FOL  3  2  2 00000000 00000000
FOL  3  2  3 00000000 00000000
FOL  3  2  4 00000000 00000000
FOL  3  3  1 00000000 00000000
FOL  3  3  2 00000000 00000000
FOL  3  3  3 00000000 00000000
FOL  3  3  4 00000000 00000000
FOL  3  4  1 00000000 00000000
FOL  3  4  2 00000000 00000000
FOL  3  4  3 00000000 00000000
FOL  3  4  4 00000000 00000000
FOL  3  5  1 00000000 00000000
FOL  3  5  2 00000000 00000000
