habitat,fate,product,species_group,years_since_harvest,proportion
1,in_use,pulpwood,hardwood,6,0.3292
1,in_use,pulpwood,hardwood,7,0.2976
1,in_use,pulpwood,hardwood,8,0.2699
1,in_use,pulpwood,hardwood,9,0.2442
1,in_use,pulpwood,hardwood,10,0.2208
1,in_use,pulpwood,hardwood,11,0.2008
1,in_use,pulpwood,hardwood,12,0.1845
1,in_use,pulpwood,hardwood,13,0.1713
1,in_use,pulpwood,hardwood,14,0.1608
1,in_use,pulpwood,hardwood,15,0.1524
1,in_use,pulpwood,hardwood,16,0.1456
1,in_use,pulpwood,hardwood,17,0.1400
1,in_use,pulpwood,hardwood,18,0.1353
1,in_use,pulpwood,hardwood,19,0.1314
1,in_use,pulpwood,hardwood,20,0.1277
1,in_use,pulpwood,hardwood,21,0.1246
1,in_use,pulpwood,hardwood,22,0.1220
1,in_use,pulpwood,hardwood,23,0.1199
1,in_use,pulpwood,hardwood,24,0.1179
1,in_use,pulpwood,hardwood,25,0.1162
1,in_use,pulpwood,hardwood,26,0.1146
1,in_use,pulpwood,hardwood,27,0.1130
1,in_use,pulpwood,hardwood,28,0.1116
1,in_use,pulpwood,hardwood,29,0.1102
1,in_use,pulpwood,hardwood,30,0.1088
1,in_use,pulpwood,hardwood,31,0.1075
1,in_use,pulpwood,hardwood,32,0.1063
1,in_use,pulpwood,hardwood,33,0.1051
1,in_use,pulpwood,hardwood,34,0.1039
1,in_use,pulpwood,hardwood,35,0.1027
1,in_use,pulpwood,hardwood,36,0.1016
1,in_use,pulpwood,hardwood,37,0.1005
1,in_use,pulpwood,hardwood,38,0.0994
1,in_use,pulpwood,hardwood,39,0.0984
1,in_use,pulpwood,hardwood,40,0.0974
1,in_use,pulpwood,hardwood,41,0.0963
1,in_use,pulpwood,hardwood,42,0.0954
1,in_use,pulpwood,hardwood,43,0.0944
1,in_use,pulpwood,hardwood,44,0.0934
1,in_use,pulpwood,hardwood,45,0.0925
1,in_use,pulpwood,hardwood,46,0.0916
1,in_use,pulpwood,hardwood,47,0.0906
1,in_use,pulpwood,hardwood,48,0.0898
1,in_use,pulpwood,hardwood,49,0.0889
1,in_use,pulpwood,hardwood,50,0.0880
1,in_use,pulpwood,hardwood,51,0.0872
1,in_use,pulpwood,hardwood,52,0.0863
1,in_use,pulpwood,hardwood,53,0.0855
1,in_use,pulpwood,hardwood,54,0.0847
1,in_use,pulpwood,hardwood,55,0.0839
1,in_use,pulpwood,hardwood,56,0.0831
1,in_use,pulpwood,hardwood,57,0.0823
1,in_use,pulpwood,hardwood,58,0.0815
1,in_use,pulpwood,hardwood,59,0.0808
1,in_use,pulpwood,hardwood,60,0.0800
1,in_use,pulpwood,hardwood,61,0.0793
1,in_use,pulpwood,hardwood,62,0.0786
1,in_use,pulpwood,hardwood,63,0.0779
1,in_use,pulpwood,hardwood,64,0.0771
1,in_use,pulpwood,hardwood,65,0.0765
1,in_use,pulpwood,hardwood,66,0.0758
1,in_use,pulpwood,hardwood,67,0.0751
1,in_use,pulpwood,hardwood,68,0.0744
1,in_use,pulpwood,hardwood,69,0.0738
1,in_use,pulpwood,hardwood,70,0.0731
1,in_use,pulpwood,hardwood,71,0.0725
1,in_use,pulpwood,hardwood,72,0.0718
1,in_use,pulpwood,hardwood,73,0.0712
1,in_use,pulpwood,hardwood,74,0.0706
1,in_use,pulpwood,hardwood,75,0.0699
1,in_use,pulpwood,hardwood,76,0.0693
1,in_use,pulpwood,hardwood,77,0.0687
1,in_use,pulpwood,hardwood,78,0.0681
1,in_use,pulpwood,hardwood,79,0.0676
1,in_use,pulpwood,hardwood,80,0.0670
1,in_use,pulpwood,hardwood,81,0.0664
1,in_use,pulpwood,hardwood,82,0.0658
1,in_use,pulpwood,hardwood,83,0.0653
1,in_use,pulpwood,hardwood,84,0.0647
1,in_use,pulpwood,hardwood,85,0.0642
1,in_use,pulpwood,hardwood,86,0.0636
1,in_use,pulpwood,hardwood,87,0.0631
1,in_use,pulpwood,hardwood,88,0.0626
1,in_use,pulpwood,hardwood,89,0.0620
1,in_use,pulpwood,hardwood,90,0.0615
1,in_use,pulpwood,hardwood,91,0.0610
1,in_use,pulpwood,hardwood,92,0.0605
1,in_use,pulpwood,hardwood,93,0.0600
1,in_use,pulpwood,hardwood,94,0.0595
1,in_use,pulpwood,hardwood,95,0.0590
1,in_use,pulpwood,hardwood,96,0.0585
1,in_use,pulpwood,hardwood,97,0.0580
1,in_use,pulpwood,hardwood,98,0.0576
1,in_use,pulpwood,hardwood,99,0.0571
1,in_use,pulpwood,hardwood,100,0.0566
1,in_use,pulpwood,hardwood,101,0.0562
1,landfill,pulpwood,hardwood,1,0.0000
1,landfill,pulpwood,hardwood,2,0.0233
1,landfill,pulpwood,hardwood,3,0.0427
1,landfill,pulpwood,hardwood,4,0.0587
1,landfill,pulpwood,hardwood,5,0.0718
1,landfill,pulpwood,hardwood,6,0.0826
1,landfill,pulpwood,hardwood,7,0.0919
1,landfill,pulpwood,hardwood,8,0.0996
1,landfill,pulpwood,hardwood,9,0.1066
1,landfill,pulpwood,hardwood,10,0.1126
1,landfill,pulpwood,hardwood,11,0.1175
1,landfill,pulpwood,hardwood,12,0.1210
1,landfill,pulpwood,hardwood,13,0.1235
1,landfill,pulpwood,hardwood,14,0.1250
1,landfill,pulpwood,hardwood,15,0.1259
1,landfill,pulpwood,hardwood,16,0.1263
1,landfill,pulpwood,hardwood,17,0.1264
1,landfill,pulpwood,hardwood,18,0.1261
1,landfill,pulpwood,hardwood,19,0.1257
1,landfill,pulpwood,hardwood,20,0.1253
1,landfill,pulpwood,hardwood,21,0.1248
1,landfill,pulpwood,hardwood,22,0.1241
1,landfill,pulpwood,hardwood,23,0.1234
1,landfill,pulpwood,hardwood,24,0.1226
1,landfill,pulpwood,hardwood,25,0.1219
1,landfill,pulpwood,hardwood,26,0.1212
1,landfill,pulpwood,hardwood,27,0.1205
1,landfill,pulpwood,hardwood,28,0.1198
1,landfill,pulpwood,hardwood,29,0.1192
1,landfill,pulpwood,hardwood,30,0.1186
1,landfill,pulpwood,hardwood,31,0.1181
1,landfill,pulpwood,hardwood,32,0.1176
1,landfill,pulpwood,hardwood,33,0.1171
1,landfill,pulpwood,hardwood,34,0.1167
1,landfill,pulpwood,hardwood,35,0.1162
1,landfill,pulpwood,hardwood,36,0.1159
1,landfill,pulpwood,hardwood,37,0.1155
1,landfill,pulpwood,hardwood,38,0.1152
1,landfill,pulpwood,hardwood,39,0.1149
1,landfill,pulpwood,hardwood,40,0.1146
1,landfill,pulpwood,hardwood,41,0.1144
1,landfill,pulpwood,hardwood,42,0.1142
1,landfill,pulpwood,hardwood,43,0.1140
1,landfill,pulpwood,hardwood,44,0.1138
1,landfill,pulpwood,hardwood,45,0.1137
1,landfill,pulpwood,hardwood,46,0.1136
1,landfill,pulpwood,hardwood,47,0.1134
1,landfill,pulpwood,hardwood,48,0.1134
1,landfill,pulpwood,hardwood,49,0.1133
1,landfill,pulpwood,hardwood,50,0.1132
1,landfill,pulpwood,hardwood,51,0.1132
1,landfill,pulpwood,hardwood,52,0.1132
1,landfill,pulpwood,hardwood,53,0.1131
1,landfill,pulpwood,hardwood,54,0.1131
1,landfill,pulpwood,hardwood,55,0.1132
1,landfill,pulpwood,hardwood,56,0.1132
1,landfill,pulpwood,hardwood,57,0.1132
1,landfill,pulpwood,hardwood,58,0.1133
1,landfill,pulpwood,hardwood,59,0.1133
1,landfill,pulpwood,hardwood,60,0.1134
1,landfill,pulpwood,hardwood,61,0.1134
1,landfill,pulpwood,hardwood,62,0.1135
1,landfill,pulpwood,hardwood,63,0.1136
1,landfill,pulpwood,hardwood,64,0.1137
1,landfill,pulpwood,hardwood,65,0.1138
1,landfill,pulpwood,hardwood,66,0.1139
1,landfill,pulpwood,hardwood,67,0.1140
1,landfill,pulpwood,hardwood,68,0.1142
1,landfill,pulpwood,hardwood,69,0.1143
1,landfill,pulpwood,hardwood,70,0.1144
1,landfill,pulpwood,hardwood,71,0.1146
1,landfill,pulpwood,hardwood,72,0.1147
1,landfill,pulpwood,hardwood,73,0.1148
1,landfill,pulpwood,hardwood,74,0.1150
1,landfill,pulpwood,hardwood,75,0.1151
1,landfill,pulpwood,hardwood,76,0.1153
1,landfill,pulpwood,hardwood,77,0.1154
1,landfill,pulpwood,hardwood,78,0.1156
1,landfill,pulpwood,hardwood,79,0.1158
1,landfill,pulpwood,hardwood,80,0.1159
1,landfill,pulpwood,hardwood,81,0.1161
1,landfill,pulpwood,hardwood,82,0.1163
1,landfill,pulpwood,hardwood,83,0.1164
1,landfill,pulpwood,hardwood,84,0.1166
1,landfill,pulpwood,hardwood,85,0.1168
1,landfill,pulpwood,hardwood,86,0.1170
1,landfill,pulpwood,hardwood,87,0.1171
1,landfill,pulpwood,hardwood,88,0.1173
1,landfill,pulpwood,hardwood,89,0.1175
1,landfill,pulpwood,hardwood,90,0.1177
1,landfill,pulpwood,hardwood,91,0.1178
1,landfill,pulpwood,hardwood,92,0.1180
1,landfill,pulpwood,hardwood,93,0.1182
1,landfill,pulpwood,hardwood,94,0.1184
1,landfill,pulpwood,hardwood,95,0.1186
1,landfill,pulpwood,hardwood,96,0.1187
1,landfill,pulpwood,hardwood,97,0.1189
1,landfill,pulpwood,hardwood,98,0.1191
1,landfill,pulpwood,hardwood,99,0.1193
1,landfill,pulpwood,hardwood,100,0.1195
1,landfill,pulpwood,hardwood,101,0.1197
1,energy,pulpwood,hardwood,1,0.2284
1,energy,pulpwood,hardwood,2,0.2493
1,energy,pulpwood,hardwood,3,0.2682
1,energy,pulpwood,hardwood,4,0.2845
1,energy,pulpwood,hardwood,5,0.2985
1,energy,pulpwood,hardwood,6,0.3105
1,energy,pulpwood,hardwood,7,0.3212
1,energy,pulpwood,hardwood,8,0.3307
1,energy,pulpwood,hardwood,9,0.3396
1,energy,pulpwood,hardwood,10,0.3477
1,energy,pulpwood,hardwood,11,0.3547
1,energy,pulpwood,hardwood,12,0.3605
1,energy,pulpwood,hardwood,13,0.3652
1,energy,pulpwood,hardwood,14,0.3691
1,energy,pulpwood,hardwood,15,0.3722
1,energy,pulpwood,hardwood,16,0.3747
1,energy,pulpwood,hardwood,17,0.3768
1,energy,pulpwood,hardwood,18,0.3786
1,energy,pulpwood,hardwood,19,0.3801
1,energy,pulpwood,hardwood,20,0.3815
1,energy,pulpwood,hardwood,21,0.3826
1,energy,pulpwood,hardwood,22,0.3836
1,energy,pulpwood,hardwood,23,0.3844
1,energy,pulpwood,hardwood,24,0.3851
1,energy,pulpwood,hardwood,25,0.3858
1,energy,pulpwood,hardwood,26,0.3863
1,energy,pulpwood,hardwood,27,0.3868
1,energy,pulpwood,hardwood,28,0.3873
1,energy,pulpwood,hardwood,29,0.3877
1,energy,pulpwood,hardwood,30,0.3881
1,energy,pulpwood,hardwood,31,0.3885
1,energy,pulpwood,hardwood,32,0.3888
1,energy,pulpwood,hardwood,33,0.3891
1,energy,pulpwood,hardwood,34,0.3893
1,energy,pulpwood,hardwood,35,0.3896
1,energy,pulpwood,hardwood,36,0.3898
1,energy,pulpwood,hardwood,37,0.3900
1,energy,pulpwood,hardwood,38,0.3901
1,energy,pulpwood,hardwood,39,0.3903
1,energy,pulpwood,hardwood,40,0.3904
1,energy,pulpwood,hardwood,41,0.3905
1,energy,pulpwood,hardwood,42,0.3906
1,energy,pulpwood,hardwood,43,0.3907
1,energy,pulpwood,hardwood,44,0.3908
1,energy,pulpwood,hardwood,45,0.3909
1,energy,pulpwood,hardwood,46,0.3909
1,energy,pulpwood,hardwood,47,0.3909
1,energy,pulpwood,hardwood,48,0.3909
1,energy,pulpwood,hardwood,49,0.3909
1,energy,pulpwood,hardwood,50,0.3909
1,energy,pulpwood,hardwood,51,0.3909
1,energy,pulpwood,hardwood,52,0.3909
1,energy,pulpwood,hardwood,53,0.3909
1,energy,pulpwood,hardwood,54,0.3909
1,energy,pulpwood,hardwood,55,0.3909
1,energy,pulpwood,hardwood,56,0.3909
1,energy,pulpwood,hardwood,57,0.3909
1,energy,pulpwood,hardwood,58,0.3909
1,energy,pulpwood,hardwood,59,0.3909
1,energy,pulpwood,hardwood,60,0.3909
1,energy,pulpwood,hardwood,61,0.3909
1,energy,pulpwood,hardwood,62,0.3909
1,energy,pulpwood,hardwood,63,0.3909
1,energy,pulpwood,hardwood,64,0.3909
1,energy,pulpwood,hardwood,65,0.3909
1,energy,pulpwood,hardwood,66,0.3909
1,energy,pulpwood,hardwood,67,0.3909
1,energy,pulpwood,hardwood,68,0.3909
1,energy,pulpwood,hardwood,69,0.3909
1,energy,pulpwood,hardwood,70,0.3909
1,energy,pulpwood,hardwood,71,0.3909
1,energy,pulpwood,hardwood,72,0.3909
1,energy,pulpwood,hardwood,73,0.3909
1,energy,pulpwood,hardwood,74,0.3909
1,energy,pulpwood,hardwood,75,0.3909
1,energy,pulpwood,hardwood,76,0.3909
1,energy,pulpwood,hardwood,77,0.3909
1,energy,pulpwood,hardwood,78,0.3909
1,energy,pulpwood,hardwood,79,0.3909
1,energy,pulpwood,hardwood,80,0.3909
1,energy,pulpwood,hardwood,81,0.3909
1,energy,pulpwood,hardwood,82,0.3909
1,energy,pulpwood,hardwood,83,0.3909
1,energy,pulpwood,hardwood,84,0.3909
1,energy,pulpwood,hardwood,85,0.3909
1,energy,pulpwood,hardwood,86,0.3909
1,energy,pulpwood,hardwood,87,0.3909
1,energy,pulpwood,hardwood,88,0.3909
1,energy,pulpwood,hardwood,89,0.3909
1,energy,pulpwood,hardwood,90,0.3909
1,energy,pulpwood,hardwood,91,0.3909
1,energy,pulpwood,hardwood,92,0.3909
1,energy,pulpwood,hardwood,93,0.3909
1,energy,pulpwood,hardwood,94,0.3909
1,energy,pulpwood,hardwood,95,0.3909
1,energy,pulpwood,hardwood,96,0.3909
1,energy,pulpwood,hardwood,97,0.3909
1,energy,pulpwood,hardwood,98,0.3909
1,energy,pulpwood,hardwood,99,0.3909
1,energy,pulpwood,hardwood,100,0.3909
1,energy,pulpwood,hardwood,101,0.3909
1,in_use,sawtimber,hardwood,1,0.5872
1,in_use,sawtimber,hardwood,2,0.5427
1,in_use,sawtimber,hardwood,3,0.5034
1,in_use,sawtimber,hardwood,4,0.4683
1,in_use,sawtimber,hardwood,5,0.4369
1,in_use,sawtimber,hardwood,6,0.4088
1,in_use,sawtimber,hardwood,7,0.3831
1,in_use,sawtimber,hardwood,8,0.3598
1,in_use,sawtimber,hardwood,9,0.3383
1,in_use,sawtimber,hardwood,10,0.3185
1,in_use,sawtimber,hardwood,11,0.3006
1,in_use,sawtimber,hardwood,12,0.2845
1,in_use,sawtimber,hardwood,13,0.2700
1,in_use,sawtimber,hardwood,14,0.2570
1,in_use,sawtimber,hardwood,15,0.2452
1,in_use,sawtimber,hardwood,16,0.2345
1,in_use,sawtimber,hardwood,17,0.2247
1,in_use,sawtimber,hardwood,18,0.2156
1,in_use,sawtimber,hardwood,19,0.2072
1,in_use,sawtimber,hardwood,20,0.1994
1,in_use,sawtimber,hardwood,21,0.1921
1,in_use,sawtimber,hardwood,22,0.1853
1,in_use,sawtimber,hardwood,23,0.1790
1,in_use,sawtimber,hardwood,24,0.1730
1,in_use,sawtimber,hardwood,25,0.1674
1,in_use,sawtimber,hardwood,26,0.1621
1,in_use,sawtimber,hardwood,27,0.1571
1,in_use,sawtimber,hardwood,28,0.1524
1,in_use,sawtimber,hardwood,29,0.1479
1,in_use,sawtimber,hardwood,30,0.1436
1,in_use,sawtimber,hardwood,31,0.1395
1,in_use,sawtimber,hardwood,32,0.1356
1,in_use,sawtimber,hardwood,33,0.1319
1,in_use,sawtimber,hardwood,34,0.1283
1,in_use,sawtimber,hardwood,35,0.1249
1,in_use,sawtimber,hardwood,36,0.1217
1,in_use,sawtimber,hardwood,37,0.1186
1,in_use,sawtimber,hardwood,38,0.1156
1,in_use,sawtimber,hardwood,39,0.1127
1,in_use,sawtimber,hardwood,40,0.1099
1,in_use,sawtimber,hardwood,41,0.1072
1,in_use,sawtimber,hardwood,42,0.1047
1,in_use,sawtimber,hardwood,43,0.1022
1,in_use,sawtimber,hardwood,44,0.0998
1,in_use,sawtimber,hardwood,45,0.0975
1,in_use,sawtimber,hardwood,46,0.0953
1,in_use,sawtimber,hardwood,47,0.0931
1,in_use,sawtimber,hardwood,48,0.0910
1,in_use,sawtimber,hardwood,49,0.0890
1,in_use,sawtimber,hardwood,50,0.0871
1,in_use,sawtimber,hardwood,51,0.0852
1,in_use,sawtimber,hardwood,52,0.0834
1,in_use,sawtimber,hardwood,53,0.0816
1,in_use,sawtimber,hardwood,54,0.0799
1,in_use,sawtimber,hardwood,55,0.0782
1,in_use,sawtimber,hardwood,56,0.0766
1,in_use,sawtimber,hardwood,57,0.0750
1,in_use,sawtimber,hardwood,58,0.0735
1,in_use,sawtimber,hardwood,59,0.0720
1,in_use,sawtimber,hardwood,60,0.0706
1,in_use,sawtimber,hardwood,61,0.0692
1,in_use,sawtimber,hardwood,62,0.0678
1,in_use,sawtimber,hardwood,63,0.0665
1,in_use,sawtimber,hardwood,64,0.0652
1,in_use,sawtimber,hardwood,65,0.0639
1,in_use,sawtimber,hardwood,66,0.0627
1,in_use,sawtimber,hardwood,67,0.0615
1,in_use,sawtimber,hardwood,68,0.0604
1,in_use,sawtimber,hardwood,69,0.0592
1,in_use,sawtimber,hardwood,70,0.0581
1,in_use,sawtimber,hardwood,71,0.0571
1,in_use,sawtimber,hardwood,72,0.0560
1,in_use,sawtimber,hardwood,73,0.0550
1,in_use,sawtimber,hardwood,74,0.0540
1,in_use,sawtimber,hardwood,75,0.0530
1,in_use,sawtimber,hardwood,76,0.0521
1,in_use,sawtimber,hardwood,77,0.0512
1,in_use,sawtimber,hardwood,78,0.0503
1,in_use,sawtimber,hardwood,79,0.0494
1,in_use,sawtimber,hardwood,80,0.0485
1,in_use,sawtimber,hardwood,81,0.0477
1,in_use,sawtimber,hardwood,82,0.0468
1,in_use,sawtimber,hardwood,83,0.0460
1,in_use,sawtimber,hardwood,84,0.0453
1,in_use,sawtimber,hardwood,85,0.0445
1,in_use,sawtimber,hardwood,86,0.0437
1,in_use,sawtimber,hardwood,87,0.0430
1,in_use,sawtimber,hardwood,88,0.0423
1,in_use,sawtimber,hardwood,89,0.0416
1,in_use,sawtimber,hardwood,90,0.0409
1,in_use,sawtimber,hardwood,91,0.0402
1,in_use,sawtimber,hardwood,92,0.0396
1,in_use,sawtimber,hardwood,93,0.0389
1,in_use,sawtimber,hardwood,94,0.0383
1,in_use,sawtimber,hardwood,95,0.0377
1,in_use,sawtimber,hardwood,96,0.0371
1,in_use,sawtimber,hardwood,97,0.0365
1,in_use,sawtimber,hardwood,98,0.0359
1,in_use,sawtimber,hardwood,99,0.0353
1,in_use,sawtimber,hardwood,100,0.0348
1,in_use,sawtimber,hardwood,101,0.0342
1,landfill,sawtimber,hardwood,1,0.0000
1,landfill,sawtimber,hardwood,2,0.0243
1,landfill,sawtimber,hardwood,3,0.0455
1,landfill,sawtimber,hardwood,4,0.0644
1,landfill,sawtimber,hardwood,5,0.0811
1,landfill,sawtimber,hardwood,6,0.0961
1,landfill,sawtimber,hardwood,7,0.1095
1,landfill,sawtimber,hardwood,8,0.1215
1,landfill,sawtimber,hardwood,9,0.1324
1,landfill,sawtimber,hardwood,10,0.1422
1,landfill,sawtimber,hardwood,11,0.1510
1,landfill,sawtimber,hardwood,12,0.1589
1,landfill,sawtimber,hardwood,13,0.1658
1,landfill,sawtimber,hardwood,14,0.1720
1,landfill,sawtimber,hardwood,15,0.1775
1,landfill,sawtimber,hardwood,16,0.1824
1,landfill,sawtimber,hardwood,17,0.1869
1,landfill,sawtimber,hardwood,18,0.1909
1,landfill,sawtimber,hardwood,19,0.1945
1,landfill,sawtimber,hardwood,20,0.1979
1,landfill,sawtimber,hardwood,21,0.2009
1,landfill,sawtimber,hardwood,22,0.2037
1,landfill,sawtimber,hardwood,23,0.2062
1,landfill,sawtimber,hardwood,24,0.2085
1,landfill,sawtimber,hardwood,25,0.2107
1,landfill,sawtimber,hardwood,26,0.2126
1,landfill,sawtimber,hardwood,27,0.2144
1,landfill,sawtimber,hardwood,28,0.2161
1,landfill,sawtimber,hardwood,29,0.2177
1,landfill,sawtimber,hardwood,30,0.2192
1,landfill,sawtimber,hardwood,31,0.2205
1,landfill,sawtimber,hardwood,32,0.2218
1,landfill,sawtimber,hardwood,33,0.2230
1,landfill,sawtimber,hardwood,34,0.2241
1,landfill,sawtimber,hardwood,35,0.2252
1,landfill,sawtimber,hardwood,36,0.2262
1,landfill,sawtimber,hardwood,37,0.2271
1,landfill,sawtimber,hardwood,38,0.2280
1,landfill,sawtimber,hardwood,39,0.2289
1,landfill,sawtimber,hardwood,40,0.2297
1,landfill,sawtimber,hardwood,41,0.2305
1,landfill,sawtimber,hardwood,42,0.2312
1,landfill,sawtimber,hardwood,43,0.2319
1,landfill,sawtimber,hardwood,44,0.2325
1,landfill,sawtimber,hardwood,45,0.2332
1,landfill,sawtimber,hardwood,46,0.2338
1,landfill,sawtimber,hardwood,47,0.2344
1,landfill,sawtimber,hardwood,48,0.2350
1,landfill,sawtimber,hardwood,49,0.2355
1,landfill,sawtimber,hardwood,50,0.2360
1,landfill,sawtimber,hardwood,51,0.2365
1,landfill,sawtimber,hardwood,52,0.2370
1,landfill,sawtimber,hardwood,53,0.2375
1,landfill,sawtimber,hardwood,54,0.2380
1,landfill,sawtimber,hardwood,55,0.2384
1,landfill,sawtimber,hardwood,56,0.2389
1,landfill,sawtimber,hardwood,57,0.2393
1,landfill,sawtimber,hardwood,58,0.2397
1,landfill,sawtimber,hardwood,59,0.2401
1,landfill,sawtimber,hardwood,60,0.2405
1,landfill,sawtimber,hardwood,61,0.2409
1,landfill,sawtimber,hardwood,62,0.2412
1,landfill,sawtimber,hardwood,63,0.2416
1,landfill,sawtimber,hardwood,64,0.2420
1,landfill,sawtimber,hardwood,65,0.2423
1,landfill,sawtimber,hardwood,66,0.2427
1,landfill,sawtimber,hardwood,67,0.2430
1,landfill,sawtimber,hardwood,68,0.2433
1,landfill,sawtimber,hardwood,69,0.2436
1,landfill,sawtimber,hardwood,70,0.2440
1,landfill,sawtimber,hardwood,71,0.2443
1,landfill,sawtimber,hardwood,72,0.2446
1,landfill,sawtimber,hardwood,73,0.2449
1,landfill,sawtimber,hardwood,74,0.2452
1,landfill,sawtimber,hardwood,75,0.2454
1,landfill,sawtimber,hardwood,76,0.2457
1,landfill,sawtimber,hardwood,77,0.2460
1,landfill,sawtimber,hardwood,78,0.2463
1,landfill,sawtimber,hardwood,79,0.2465
1,landfill,sawtimber,hardwood,80,0.2468
1,landfill,sawtimber,hardwood,81,0.2471
1,landfill,sawtimber,hardwood,82,0.2473
1,landfill,sawtimber,hardwood,83,0.2476
1,landfill,sawtimber,hardwood,84,0.2478
1,landfill,sawtimber,hardwood,85,0.2481
1,landfill,sawtimber,hardwood,86,0.2483
1,landfill,sawtimber,hardwood,87,0.2485
1,landfill,sawtimber,hardwood,88,0.2488
1,landfill,sawtimber,hardwood,89,0.2490
1,landfill,sawtimber,hardwood,90,0.2492
1,landfill,sawtimber,hardwood,91,0.2494
1,landfill,sawtimber,hardwood,92,0.2496
1,landfill,sawtimber,hardwood,93,0.2499
1,landfill,sawtimber,hardwood,94,0.2501
1,landfill,sawtimber,hardwood,95,0.2503
1,landfill,sawtimber,hardwood,96,0.2505
1,landfill,sawtimber,hardwood,97,0.2507
1,landfill,sawtimber,hardwood,98,0.2509
1,landfill,sawtimber,hardwood,99,0.2511
1,landfill,sawtimber,hardwood,100,0.2513
1,landfill,sawtimber,hardwood,101,0.2514
1,energy,sawtimber,hardwood,1,0.2371
1,energy,sawtimber,hardwood,2,0.2473
1,energy,sawtimber,hardwood,3,0.2567
1,energy,sawtimber,hardwood,4,0.2653
1,energy,sawtimber,hardwood,5,0.2730
1,energy,sawtimber,hardwood,6,0.2799
1,energy,sawtimber,hardwood,7,0.2863
1,energy,sawtimber,hardwood,8,0.2921
1,energy,sawtimber,hardwood,9,0.2976
1,energy,sawtimber,hardwood,10,0.3027
1,energy,sawtimber,hardwood,11,0.3074
1,energy,sawtimber,hardwood,12,0.3116
1,energy,sawtimber,hardwood,13,0.3153
1,energy,sawtimber,hardwood,14,0.3187
1,energy,sawtimber,hardwood,15,0.3218
1,energy,sawtimber,hardwood,16,0.3246
1,energy,sawtimber,hardwood,17,0.3272
1,energy,sawtimber,hardwood,18,0.3296
1,energy,sawtimber,hardwood,19,0.3318
1,energy,sawtimber,hardwood,20,0.3340
1,energy,sawtimber,hardwood,21,0.3359
1,energy,sawtimber,hardwood,22,0.3378
1,energy,sawtimber,hardwood,23,0.3395
1,energy,sawtimber,hardwood,24,0.3412
1,energy,sawtimber,hardwood,25,0.3427
1,energy,sawtimber,hardwood,26,0.3442
1,energy,sawtimber,hardwood,27,0.3456
1,energy,sawtimber,hardwood,28,0.3469
1,energy,sawtimber,hardwood,29,0.3482
1,energy,sawtimber,hardwood,30,0.3494
1,energy,sawtimber,hardwood,31,0.3505
1,energy,sawtimber,hardwood,32,0.3516
1,energy,sawtimber,hardwood,33,0.3527
1,energy,sawtimber,hardwood,34,0.3537
1,energy,sawtimber,hardwood,35,0.3546
1,energy,sawtimber,hardwood,36,0.3555
1,energy,sawtimber,hardwood,37,0.3564
1,energy,sawtimber,hardwood,38,0.3572
1,energy,sawtimber,hardwood,39,0.3580
1,energy,sawtimber,hardwood,40,0.3588
1,energy,sawtimber,hardwood,41,0.3595
1,energy,sawtimber,hardwood,42,0.3602
1,energy,sawtimber,hardwood,43,0.3609
1,energy,sawtimber,hardwood,44,0.3615
1,energy,sawtimber,hardwood,45,0.3621
1,energy,sawtimber,hardwood,46,0.3627
1,energy,sawtimber,hardwood,47,0.3632
1,energy,sawtimber,hardwood,48,0.3637
1,energy,sawtimber,hardwood,49,0.3642
1,energy,sawtimber,hardwood,50,0.3647
1,energy,sawtimber,hardwood,51,0.3652
1,energy,sawtimber,hardwood,52,0.3656
1,energy,sawtimber,hardwood,53,0.3660
1,energy,sawtimber,hardwood,54,0.3664
1,energy,sawtimber,hardwood,55,0.3668
1,energy,sawtimber,hardwood,56,0.3671
1,energy,sawtimber,hardwood,57,0.3675
1,energy,sawtimber,hardwood,58,0.3678
1,energy,sawtimber,hardwood,59,0.3681
1,energy,sawtimber,hardwood,60,0.3684
1,energy,sawtimber,hardwood,61,0.3686
1,energy,sawtimber,hardwood,62,0.3689
1,energy,sawtimber,hardwood,63,0.3691
1,energy,sawtimber,hardwood,64,0.3694
1,energy,sawtimber,hardwood,65,0.3696
1,energy,sawtimber,hardwood,66,0.3698
1,energy,sawtimber,hardwood,67,0.3700
1,energy,sawtimber,hardwood,68,0.3702
1,energy,sawtimber,hardwood,69,0.3703
1,energy,sawtimber,hardwood,70,0.3705
1,energy,sawtimber,hardwood,71,0.3706
1,energy,sawtimber,hardwood,72,0.3708
1,energy,sawtimber,hardwood,73,0.3709
1,energy,sawtimber,hardwood,74,0.3710
1,energy,sawtimber,hardwood,75,0.3711
1,energy,sawtimber,hardwood,76,0.3713
1,energy,sawtimber,hardwood,77,0.3713
1,energy,sawtimber,hardwood,78,0.3714
1,energy,sawtimber,hardwood,79,0.3715
1,energy,sawtimber,hardwood,80,0.3716
1,energy,sawtimber,hardwood,81,0.3716
1,energy,sawtimber,hardwood,82,0.3717
1,energy,sawtimber,hardwood,83,0.3718
1,energy,sawtimber,hardwood,84,0.3718
1,energy,sawtimber,hardwood,85,0.3718
1,energy,sawtimber,hardwood,86,0.3719
1,energy,sawtimber,hardwood,87,0.3719
1,energy,sawtimber,hardwood,88,0.3719
1,energy,sawtimber,hardwood,89,0.3719
1,energy,sawtimber,hardwood,90,0.3719
