habitat,fate,product,species_group,years_since_harvest,proportion
2,energy,sawtimber,softwood,101,0.3864
2,in_use,pulpwood,hardwood,1,0.5907
2,in_use,pulpwood,hardwood,2,0.5240
2,in_use,pulpwood,hardwood,3,0.4674
2,in_use,pulpwood,hardwood,4,0.4192
2,in_use,pulpwood,hardwood,5,0.3781
2,in_use,pulpwood,hardwood,6,0.3431
2,in_use,pulpwood,hardwood,7,0.3119
2,in_use,pulpwood,hardwood,8,0.2845
2,in_use,pulpwood,hardwood,9,0.2591
2,in_use,pulpwood,hardwood,10,0.2360
2,in_use,pulpwood,hardwood,11,0.2162
2,in_use,pulpwood,hardwood,12,0.1999
2,in_use,pulpwood,hardwood,13,0.1868
2,in_use,pulpwood,hardwood,14,0.1763
2,in_use,pulpwood,hardwood,15,0.1678
2,in_use,pulpwood,hardwood,16,0.1609
2,in_use,pulpwood,hardwood,17,0.1552
2,in_use,pulpwood,hardwood,18,0.1504
2,in_use,pulpwood,hardwood,19,0.1463
2,in_use,pulpwood,hardwood,20,0.1425
2,in_use,pulpwood,hardwood,21,0.1392
2,in_use,pulpwood,hardwood,22,0.1365
2,in_use,pulpwood,hardwood,23,0.1342
2,in_use,pulpwood,hardwood,24,0.1321
2,in_use,pulpwood,hardwood,25,0.1301
2,in_use,pulpwood,hardwood,26,0.1284
2,in_use,pulpwood,hardwood,27,0.1267
2,in_use,pulpwood,hardwood,28,0.1250
2,in_use,pulpwood,hardwood,29,0.1235
2,in_use,pulpwood,hardwood,30,0.1220
2,in_use,pulpwood,hardwood,31,0.1206
2,in_use,pulpwood,hardwood,32,0.1192
2,in_use,pulpwood,hardwood,33,0.1178
2,in_use,pulpwood,hardwood,34,0.1165
2,in_use,pulpwood,hardwood,35,0.1152
2,in_use,pulpwood,hardwood,36,0.1139
2,in_use,pulpwood,hardwood,37,0.1127
2,in_use,pulpwood,hardwood,38,0.1115
2,in_use,pulpwood,hardwood,39,0.1103
2,in_use,pulpwood,hardwood,40,0.1092
2,in_use,pulpwood,hardwood,41,0.1080
2,in_use,pulpwood,hardwood,42,0.1069
2,in_use,pulpwood,hardwood,43,0.1058
2,in_use,pulpwood,hardwood,44,0.1048
2,in_use,pulpwood,hardwood,45,0.1037
2,in_use,pulpwood,hardwood,46,0.1027
2,in_use,pulpwood,hardwood,47,0.1016
2,in_use,pulpwood,hardwood,48,0.1006
2,in_use,pulpwood,hardwood,49,0.0996
2,in_use,pulpwood,hardwood,50,0.0987
2,in_use,pulpwood,hardwood,51,0.0977
2,in_use,pulpwood,hardwood,52,0.0968
2,in_use,pulpwood,hardwood,53,0.0959
2,in_use,pulpwood,hardwood,54,0.0949
2,in_use,pulpwood,hardwood,55,0.0940
2,in_use,pulpwood,hardwood,56,0.0932
2,in_use,pulpwood,hardwood,57,0.0923
2,in_use,pulpwood,hardwood,58,0.0914
2,in_use,pulpwood,hardwood,59,0.0906
2,in_use,pulpwood,hardwood,60,0.0897
2,in_use,pulpwood,hardwood,61,0.0889
2,in_use,pulpwood,hardwood,62,0.0881
2,in_use,pulpwood,hardwood,63,0.0873
2,in_use,pulpwood,hardwood,64,0.0865
2,in_use,pulpwood,hardwood,65,0.0857
2,in_use,pulpwood,hardwood,66,0.0849
2,in_use,pulpwood,hardwood,67,0.0842
2,in_use,pulpwood,hardwood,68,0.0834
2,in_use,pulpwood,hardwood,69,0.0827
2,in_use,pulpwood,hardwood,70,0.0819
2,in_use,pulpwood,hardwood,71,0.0812
2,in_use,pulpwood,hardwood,72,0.0805
2,in_use,pulpwood,hardwood,73,0.0798
2,in_use,pulpwood,hardwood,74,0.0791
2,in_use,pulpwood,hardwood,75,0.0784
2,in_use,pulpwood,hardwood,76,0.0777
2,in_use,pulpwood,hardwood,77,0.0771
2,in_use,pulpwood,hardwood,78,0.0764
2,in_use,pulpwood,hardwood,79,0.0757
2,in_use,pulpwood,hardwood,80,0.0751
2,in_use,pulpwood,hardwood,81,0.0744
2,in_use,pulpwood,hardwood,82,0.0738
2,in_use,pulpwood,hardwood,83,0.0732
2,in_use,pulpwood,hardwood,84,0.0726
2,in_use,pulpwood,hardwood,85,0.0719
2,in_use,pulpwood,hardwood,86,0.0713
2,in_use,pulpwood,hardwood,87,0.0707
2,in_use,pulpwood,hardwood,88,0.0701
2,in_use,pulpwood,hardwood,89,0.0695
2,in_use,pulpwood,hardwood,90,0.0690
2,in_use,pulpwood,hardwood,91,0.0684
2,in_use,pulpwood,hardwood,92,0.0678
2,in_use,pulpwood,hardwood,93,0.0673
2,in_use,pulpwood,hardwood,94,0.0667
2,in_use,pulpwood,hardwood,95,0.0662
2,in_use,pulpwood,hardwood,96,0.0656
2,in_use,pulpwood,hardwood,97,0.0651
2,in_use,pulpwood,hardwood,98,0.0645
2,in_use,pulpwood,hardwood,99,0.0640
2,in_use,pulpwood,hardwood,100,0.0635
2,in_use,pulpwood,hardwood,101,0.0630
2,landfill,pulpwood,hardwood,1,0.0000
2,landfill,pulpwood,hardwood,2,0.0230
2,landfill,pulpwood,hardwood,3,0.0422
2,landfill,pulpwood,hardwood,4,0.0580
2,landfill,pulpwood,hardwood,5,0.0711
2,landfill,pulpwood,hardwood,6,0.0819
2,landfill,pulpwood,hardwood,7,0.0911
2,landfill,pulpwood,hardwood,8,0.0989
2,landfill,pulpwood,hardwood,9,0.1059
2,landfill,pulpwood,hardwood,10,0.1120
2,landfill,pulpwood,hardwood,11,0.1169
2,landfill,pulpwood,hardwood,12,0.1205
2,landfill,pulpwood,hardwood,13,0.1231
2,landfill,pulpwood,hardwood,14,0.1247
2,landfill,pulpwood,hardwood,15,0.1258
2,landfill,pulpwood,hardwood,16,0.1263
2,landfill,pulpwood,hardwood,17,0.1265
2,landfill,pulpwood,hardwood,18,0.1264
2,landfill,pulpwood,hardwood,19,0.1261
2,landfill,pulpwood,hardwood,20,0.1259
2,landfill,pulpwood,hardwood,21,0.1255
2,landfill,pulpwood,hardwood,22,0.1249
2,landfill,pulpwood,hardwood,23,0.1243
2,landfill,pulpwood,hardwood,24,0.1237
2,landfill,pulpwood,hardwood,25,0.1231
2,landfill,pulpwood,hardwood,26,0.1225
2,landfill,pulpwood,hardwood,27,0.1220
2,landfill,pulpwood,hardwood,28,0.1214
2,landfill,pulpwood,hardwood,29,0.1209
2,landfill,pulpwood,hardwood,30,0.1204
2,landfill,pulpwood,hardwood,31,0.1200
2,landfill,pulpwood,hardwood,32,0.1196
2,landfill,pulpwood,hardwood,33,0.1192
2,landfill,pulpwood,hardwood,34,0.1188
2,landfill,pulpwood,hardwood,35,0.1185
2,landfill,pulpwood,hardwood,36,0.1182
2,landfill,pulpwood,hardwood,37,0.1180
2,landfill,pulpwood,hardwood,38,0.1177
2,landfill,pulpwood,hardwood,39,0.1175
2,landfill,pulpwood,hardwood,40,0.1173
2,landfill,pulpwood,hardwood,41,0.1172
2,landfill,pulpwood,hardwood,42,0.1170
2,landfill,pulpwood,hardwood,43,0.1169
2,landfill,pulpwood,hardwood,44,0.1168
2,landfill,pulpwood,hardwood,45,0.1167
2,landfill,pulpwood,hardwood,46,0.1167
2,landfill,pulpwood,hardwood,47,0.1166
2,landfill,pulpwood,hardwood,48,0.1166
2,landfill,pulpwood,hardwood,49,0.1166
2,landfill,pulpwood,hardwood,50,0.1166
2,landfill,pulpwood,hardwood,51,0.1166
2,landfill,pulpwood,hardwood,52,0.1167
2,landfill,pulpwood,hardwood,53,0.1167
2,landfill,pulpwood,hardwood,54,0.1168
2,landfill,pulpwood,hardwood,55,0.1168
2,landfill,pulpwood,hardwood,56,0.1169
2,landfill,pulpwood,hardwood,57,0.1170
2,landfill,pulpwood,hardwood,58,0.1171
2,landfill,pulpwood,hardwood,59,0.1172
2,landfill,pulpwood,hardwood,60,0.1173
2,landfill,pulpwood,hardwood,61,0.1174
2,landfill,pulpwood,hardwood,62,0.1176
2,landfill,pulpwood,hardwood,63,0.1177
2,landfill,pulpwood,hardwood,64,0.1178
2,landfill,pulpwood,hardwood,65,0.1180
2,landfill,pulpwood,hardwood,66,0.1181
2,landfill,pulpwood,hardwood,67,0.1183
2,landfill,pulpwood,hardwood,68,0.1185
2,landfill,pulpwood,hardwood,69,0.1186
2,landfill,pulpwood,hardwood,70,0.1188
2,landfill,pulpwood,hardwood,71,0.1190
2,landfill,pulpwood,hardwood,72,0.1192
2,landfill,pulpwood,hardwood,73,0.1193
2,landfill,pulpwood,hardwood,74,0.1195
2,landfill,pulpwood,hardwood,75,0.1197
2,landfill,pulpwood,hardwood,76,0.1199
2,landfill,pulpwood,hardwood,77,0.1201
2,landfill,pulpwood,hardwood,78,0.1203
2,landfill,pulpwood,hardwood,79,0.1205
2,landfill,pulpwood,hardwood,80,0.1207
2,landfill,pulpwood,hardwood,81,0.1209
2,landfill,pulpwood,hardwood,82,0.1211
2,landfill,pulpwood,hardwood,83,0.1213
2,landfill,pulpwood,hardwood,84,0.1215
2,landfill,pulpwood,hardwood,85,0.1217
2,landfill,pulpwood,hardwood,86,0.1219
2,landfill,pulpwood,hardwood,87,0.1221
2,landfill,pulpwood,hardwood,88,0.1223
2,landfill,pulpwood,hardwood,89,0.1225
2,landfill,pulpwood,hardwood,90,0.1228
2,landfill,pulpwood,hardwood,91,0.1230
2,landfill,pulpwood,hardwood,92,0.1232
2,landfill,pulpwood,hardwood,93,0.1234
2,landfill,pulpwood,hardwood,94,0.1236
2,landfill,pulpwood,hardwood,95,0.1238
2,landfill,pulpwood,hardwood,96,0.1240
2,landfill,pulpwood,hardwood,97,0.1242
2,landfill,pulpwood,hardwood,98,0.1244
2,landfill,pulpwood,hardwood,99,0.1246
2,landfill,pulpwood,hardwood,100,0.1248
2,landfill,pulpwood,hardwood,101,0.1251
2,energy,pulpwood,hardwood,1,0.2247
2,energy,pulpwood,hardwood,2,0.2447
2,energy,pulpwood,hardwood,3,0.2632
2,energy,pulpwood,hardwood,4,0.2791
2,energy,pulpwood,hardwood,5,0.2928
2,energy,pulpwood,hardwood,6,0.3045
2,energy,pulpwood,hardwood,7,0.3151
2,energy,pulpwood,hardwood,8,0.3243
2,energy,pulpwood,hardwood,9,0.3331
2,energy,pulpwood,hardwood,10,0.3410
2,energy,pulpwood,hardwood,11,0.3479
2,energy,pulpwood,hardwood,12,0.3536
2,energy,pulpwood,hardwood,13,0.3583
2,energy,pulpwood,hardwood,14,0.3620
2,energy,pulpwood,hardwood,15,0.3651
2,energy,pulpwood,hardwood,16,0.3676
2,energy,pulpwood,hardwood,17,0.3697
2,energy,pulpwood,hardwood,18,0.3715
2,energy,pulpwood,hardwood,19,0.3729
2,energy,pulpwood,hardwood,20,0.3744
2,energy,pulpwood,hardwood,21,0.3755
2,energy,pulpwood,hardwood,22,0.3765
2,energy,pulpwood,hardwood,23,0.3774
2,energy,pulpwood,hardwood,24,0.3781
2,energy,pulpwood,hardwood,25,0.3787
2,energy,pulpwood,hardwood,26,0.3793
2,energy,pulpwood,hardwood,27,0.3799
2,energy,pulpwood,hardwood,28,0.3803
2,energy,pulpwood,hardwood,29,0.3808
2,energy,pulpwood,hardwood,30,0.3812
2,energy,pulpwood,hardwood,31,0.3816
2,energy,pulpwood,hardwood,32,0.3819
2,energy,pulpwood,hardwood,33,0.3822
2,energy,pulpwood,hardwood,34,0.3825
2,energy,pulpwood,hardwood,35,0.3828
2,energy,pulpwood,hardwood,36,0.3830
2,energy,pulpwood,hardwood,37,0.3833
2,energy,pulpwood,hardwood,38,0.3835
2,energy,pulpwood,hardwood,39,0.3836
2,energy,pulpwood,hardwood,40,0.3838
2,energy,pulpwood,hardwood,41,0.3840
2,energy,pulpwood,hardwood,42,0.3841
2,energy,pulpwood,hardwood,43,0.3842
2,energy,pulpwood,hardwood,44,0.3843
2,energy,pulpwood,hardwood,45,0.3844
2,energy,pulpwood,hardwood,46,0.3845
2,energy,pulpwood,hardwood,47,0.3845
2,energy,pulpwood,hardwood,48,0.3846
2,energy,pulpwood,hardwood,49,0.3846
2,energy,pulpwood,hardwood,50,0.3846
2,energy,pulpwood,hardwood,51,0.3846
2,energy,pulpwood,hardwood,52,0.3846
2,energy,pulpwood,hardwood,53,0.3846
2,energy,pulpwood,hardwood,54,0.3846
2,energy,pulpwood,hardwood,55,0.3846
2,energy,pulpwood,hardwood,56,0.3846
2,energy,pulpwood,hardwood,57,0.3846
2,energy,pulpwood,hardwood,58,0.3846
2,energy,pulpwood,hardwood,59,0.3846
2,energy,pulpwood,hardwood,60,0.3846
2,energy,pulpwood,hardwood,61,0.3846
2,energy,pulpwood,hardwood,62,0.3846
2,energy,pulpwood,hardwood,63,0.3846
2,energy,pulpwood,hardwood,64,0.3846
2,energy,pulpwood,hardwood,65,0.3846
2,energy,pulpwood,hardwood,66,0.3846
2,energy,pulpwood,hardwood,67,0.3846
2,energy,pulpwood,hardwood,68,0.3846
2,energy,pulpwood,hardwood,69,0.3846
2,energy,pulpwood,hardwood,70,0.3846
2,energy,pulpwood,hardwood,71,0.3846
2,energy,pulpwood,hardwood,72,0.3846
2,energy,pulpwood,hardwood,73,0.3846
2,energy,pulpwood,hardwood,74,0.3846
2,energy,pulpwood,hardwood,75,0.3846
2,energy,pulpwood,hardwood,76,0.3846
2,energy,pulpwood,hardwood,77,0.3846
2,energy,pulpwood,hardwood,78,0.3846
2,energy,pulpwood,hardwood,79,0.3846
2,energy,pulpwood,hardwood,80,0.3846
2,energy,pulpwood,hardwood,81,0.3846
2,energy,pulpwood,hardwood,82,0.3846
2,energy,pulpwood,hardwood,83,0.3846
2,energy,pulpwood,hardwood,84,0.3846
2,energy,pulpwood,hardwood,85,0.3846
2,energy,pulpwood,hardwood,86,0.3846
2,energy,pulpwood,hardwood,87,0.3846
2,energy,pulpwood,hardwood,88,0.3846
2,energy,pulpwood,hardwood,89,0.3846
2,energy,pulpwood,hardwood,90,0.3846
2,energy,pulpwood,hardwood,91,0.3846
2,energy,pulpwood,hardwood,92,0.3846
2,energy,pulpwood,hardwood,93,0.3846
2,energy,pulpwood,hardwood,94,0.3846
2,energy,pulpwood,hardwood,95,0.3846
2,energy,pulpwood,hardwood,96,0.3846
2,energy,pulpwood,hardwood,97,0.3846
2,energy,pulpwood,hardwood,98,0.3846
2,energy,pulpwood,hardwood,99,0.3846
2,energy,pulpwood,hardwood,100,0.3846
2,energy,pulpwood,hardwood,101,0.3846
2,in_use,sawtimber,hardwood,1,0.6092
2,in_use,sawtimber,hardwood,2,0.5650
2,in_use,sawtimber,hardwood,3,0.5259
2,in_use,sawtimber,hardwood,4,0.4908
2,in_use,sawtimber,hardwood,5,0.4592
2,in_use,sawtimber,hardwood,6,0.4308
2,in_use,sawtimber,hardwood,7,0.4048
2,in_use,sawtimber,hardwood,8,0.3811
2,in_use,sawtimber,hardwood,9,0.3593
2,in_use,sawtimber,hardwood,10,0.3391
2,in_use,sawtimber,hardwood,11,0.3208
2,in_use,sawtimber,hardwood,12,0.3042
2,in_use,sawtimber,hardwood,13,0.2893
2,in_use,sawtimber,hardwood,14,0.2757
2,in_use,sawtimber,hardwood,15,0.2633
2,in_use,sawtimber,hardwood,16,0.2520
2,in_use,sawtimber,hardwood,17,0.2416
2,in_use,sawtimber,hardwood,18,0.2320
2,in_use,sawtimber,hardwood,19,0.2230
2,in_use,sawtimber,hardwood,20,0.2146
2,in_use,sawtimber,hardwood,21,0.2068
2,in_use,sawtimber,hardwood,22,0.1996
2,in_use,sawtimber,hardwood,23,0.1927
2,in_use,sawtimber,hardwood,24,0.1863
2,in_use,sawtimber,hardwood,25,0.1803
2,in_use,sawtimber,hardwood,26,0.1746
2,in_use,sawtimber,hardwood,27,0.1692
2,in_use,sawtimber,hardwood,28,0.1640
2,in_use,sawtimber,hardwood,29,0.1592
2,in_use,sawtimber,hardwood,30,0.1545
2,in_use,sawtimber,hardwood,31,0.1501
2,in_use,sawtimber,hardwood,32,0.1459
2,in_use,sawtimber,hardwood,33,0.1419
2,in_use,sawtimber,hardwood,34,0.1380
2,in_use,sawtimber,hardwood,35,0.1343
2,in_use,sawtimber,hardwood,36,0.1308
2,in_use,sawtimber,hardwood,37,0.1274
2,in_use,sawtimber,hardwood,38,0.1242
2,in_use,sawtimber,hardwood,39,0.1210
2,in_use,sawtimber,hardwood,40,0.1180
2,in_use,sawtimber,hardwood,41,0.1152
2,in_use,sawtimber,hardwood,42,0.1124
2,in_use,sawtimber,hardwood,43,0.1097
2,in_use,sawtimber,hardwood,44,0.1071
2,in_use,sawtimber,hardwood,45,0.1046
2,in_use,sawtimber,hardwood,46,0.1022
2,in_use,sawtimber,hardwood,47,0.0999
2,in_use,sawtimber,hardwood,48,0.0977
2,in_use,sawtimber,hardwood,49,0.0955
2,in_use,sawtimber,hardwood,50,0.0934
2,in_use,sawtimber,hardwood,51,0.0914
2,in_use,sawtimber,hardwood,52,0.0894
2,in_use,sawtimber,hardwood,53,0.0875
2,in_use,sawtimber,hardwood,54,0.0856
2,in_use,sawtimber,hardwood,55,0.0838
2,in_use,sawtimber,hardwood,56,0.0821
2,in_use,sawtimber,hardwood,57,0.0804
2,in_use,sawtimber,hardwood,58,0.0788
2,in_use,sawtimber,hardwood,59,0.0772
2,in_use,sawtimber,hardwood,60,0.0756
2,in_use,sawtimber,hardwood,61,0.0741
2,in_use,sawtimber,hardwood,62,0.0726
2,in_use,sawtimber,hardwood,63,0.0712
2,in_use,sawtimber,hardwood,64,0.0698
2,in_use,sawtimber,hardwood,65,0.0685
2,in_use,sawtimber,hardwood,66,0.0672
2,in_use,sawtimber,hardwood,67,0.0659
2,in_use,sawtimber,hardwood,68,0.0646
2,in_use,sawtimber,hardwood,69,0.0634
2,in_use,sawtimber,hardwood,70,0.0623
2,in_use,sawtimber,hardwood,71,0.0611
2,in_use,sawtimber,hardwood,72,0.0600
2,in_use,sawtimber,hardwood,73,0.0589
2,in_use,sawtimber,hardwood,74,0.0578
2,in_use,sawtimber,hardwood,75,0.0568
2,in_use,sawtimber,hardwood,76,0.0558
2,in_use,sawtimber,hardwood,77,0.0548
2,in_use,sawtimber,hardwood,78,0.0538
2,in_use,sawtimber,hardwood,79,0.0528
2,in_use,sawtimber,hardwood,80,0.0519
2,in_use,sawtimber,hardwood,81,0.0510
2,in_use,sawtimber,hardwood,82,0.0501
2,in_use,sawtimber,hardwood,83,0.0493
2,in_use,sawtimber,hardwood,84,0.0484
2,in_use,sawtimber,hardwood,85,0.0476
2,in_use,sawtimber,hardwood,86,0.0468
2,in_use,sawtimber,hardwood,87,0.0460
2,in_use,sawtimber,hardwood,88,0.0453
2,in_use,sawtimber,hardwood,89,0.0445
2,in_use,sawtimber,hardwood,90,0.0438
2,in_use,sawtimber,hardwood,91,0.0430
2,in_use,sawtimber,hardwood,92,0.0423
2,in_use,sawtimber,hardwood,93,0.0417
2,in_use,sawtimber,hardwood,94,0.0410
2,in_use,sawtimber,hardwood,95,0.0403
2,in_use,sawtimber,hardwood,96,0.0397
2,in_use,sawtimber,hardwood,97,0.0390
2,in_use,sawtimber,hardwood,98,0.0384
2,in_use,sawtimber,hardwood,99,0.0378
2,in_use,sawtimber,hardwood,100,0.0372
2,in_use,sawtimber,hardwood,101,0.0366
2,landfill,sawtimber,hardwood,1,0.0000
2,landfill,sawtimber,hardwood,2,0.0248
2,landfill,sawtimber,hardwood,3,0.0466
2,landfill,sawtimber,hardwood,4,0.0661
2,landfill,sawtimber,hardwood,5,0.0835
2,landfill,sawtimber,hardwood,6,0.0990
2,landfill,sawtimber,hardwood,7,0.1130
2,landfill,sawtimber,hardwood,8,0.1256
2,landfill,sawtimber,hardwood,9,0.1370
2,landfill,sawtimber,hardwood,10,0.1473
2,landfill,sawtimber,hardwood,11,0.1566
2,landfill,sawtimber,hardwood,12,0.1649
2,landfill,sawtimber,hardwood,13,0.1723
2,landfill,sawtimber,hardwood,14,0.1790
2,landfill,sawtimber,hardwood,15,0.1850
2,landfill,sawtimber,hardwood,16,0.1903
2,landfill,sawtimber,hardwood,17,0.1952
2,landfill,sawtimber,hardwood,18,0.1996
2,landfill,sawtimber,hardwood,19,0.2036
2,landfill,sawtimber,hardwood,20,0.2073
2,landfill,sawtimber,hardwood,21,0.2107
2,landfill,sawtimber,hardwood,22,0.2138
2,landfill,sawtimber,hardwood,23,0.2166
2,landfill,sawtimber,hardwood,24,0.2192
2,landfill,sawtimber,hardwood,25,0.2216
2,landfill,sawtimber,hardwood,26,0.2238
2,landfill,sawtimber,hardwood,27,0.2259
2,landfill,sawtimber,hardwood,28,0.2278
2,landfill,sawtimber,hardwood,29,0.2296
2,landfill,sawtimber,hardwood,30,0.2313
2,landfill,sawtimber,hardwood,31,0.2328
2,landfill,sawtimber,hardwood,32,0.2343
2,landfill,sawtimber,hardwood,33,0.2356
2,landfill,sawtimber,hardwood,34,0.2369
2,landfill,sawtimber,hardwood,35,0.2381
2,landfill,sawtimber,hardwood,36,0.2392
2,landfill,sawtimber,hardwood,37,0.2403
2,landfill,sawtimber,hardwood,38,0.2413
2,landfill,sawtimber,hardwood,39,0.2423
2,landfill,sawtimber,hardwood,40,0.2432
2,landfill,sawtimber,hardwood,41,0.2441
2,landfill,sawtimber,hardwood,42,0.2449
2,landfill,sawtimber,hardwood,43,0.2457
2,landfill,sawtimber,hardwood,44,0.2465
2,landfill,sawtimber,hardwood,45,0.2472
2,landfill,sawtimber,hardwood,46,0.2479
2,landfill,sawtimber,hardwood,47,0.2485
2,landfill,sawtimber,hardwood,48,0.2492
2,landfill,sawtimber,hardwood,49,0.2498
2,landfill,sawtimber,hardwood,50,0.2504
2,landfill,sawtimber,hardwood,51,0.2510
2,landfill,sawtimber,hardwood,52,0.2515
2,landfill,sawtimber,hardwood,53,0.2521
2,landfill,sawtimber,hardwood,54,0.2526
2,landfill,sawtimber,hardwood,55,0.2531
2,landfill,sawtimber,hardwood,56,0.2536
2,landfill,sawtimber,hardwood,57,0.2540
2,landfill,sawtimber,hardwood,58,0.2545
2,landfill,sawtimber,hardwood,59,0.2550
2,landfill,sawtimber,hardwood,60,0.2554
2,landfill,sawtimber,hardwood,61,0.2558
2,landfill,sawtimber,hardwood,62,0.2562
2,landfill,sawtimber,hardwood,63,0.2566
2,landfill,sawtimber,hardwood,64,0.2570
2,landfill,sawtimber,hardwood,65,0.2574
2,landfill,sawtimber,hardwood,66,0.2578
2,landfill,sawtimber,hardwood,67,0.2582
2,landfill,sawtimber,hardwood,68,0.2585
2,landfill,sawtimber,hardwood,69,0.2589
2,landfill,sawtimber,hardwood,70,0.2592
2,landfill,sawtimber,hardwood,71,0.2596
2,landfill,sawtimber,hardwood,72,0.2599
2,landfill,sawtimber,hardwood,73,0.2602
2,landfill,sawtimber,hardwood,74,0.2605
2,landfill,sawtimber,hardwood,75,0.2609
2,landfill,sawtimber,hardwood,76,0.2612
2,landfill,sawtimber,hardwood,77,0.2615
2,landfill,sawtimber,hardwood,78,0.2618
2,landfill,sawtimber,hardwood,79,0.2620
2,landfill,sawtimber,hardwood,80,0.2623
2,landfill,sawtimber,hardwood,81,0.2626
2,landfill,sawtimber,hardwood,82,0.2629
2,landfill,sawtimber,hardwood,83,0.2632
2,landfill,sawtimber,hardwood,84,0.2634
2,landfill,sawtimber,hardwood,85,0.2637
2,landfill,sawtimber,hardwood,86,0.2639
2,landfill,sawtimber,hardwood,87,0.2642
2,landfill,sawtimber,hardwood,88,0.2645
2,landfill,sawtimber,hardwood,89,0.2647
2,landfill,sawtimber,hardwood,90,0.2649
2,landfill,sawtimber,hardwood,91,0.2652
2,landfill,sawtimber,hardwood,92,0.2654
2,landfill,sawtimber,hardwood,93,0.2656
2,landfill,sawtimber,hardwood,94,0.2659
2,landfill,sawtimber,hardwood,95,0.2661
2,landfill,sawtimber,hardwood,96,0.2663
2,landfill,sawtimber,hardwood,97,0.2665
2,landfill,sawtimber,hardwood,98,0.2667
2,landfill,sawtimber,hardwood,99,0.2669
2,landfill,sawtimber,hardwood,100,0.2671
2,landfill,sawtimber,hardwood,101,0.2673
2,energy,sawtimber,hardwood,1,0.2247
2,energy,sawtimber,hardwood,2,0.2343
2,energy,sawtimber,hardwood,3,0.2433
2,energy,sawtimber,hardwood,4,0.2515
2,energy,sawtimber,hardwood,5,0.2590
2,energy,sawtimber,hardwood,6,0.2657
2,energy,sawtimber,hardwood,7,0.2720
2,energy,sawtimber,hardwood,8,0.2777
2,energy,sawtimber,hardwood,9,0.2831
2,energy,sawtimber,hardwood,10,0.2881
2,energy,sawtimber,hardwood,11,0.2927
2,energy,sawtimber,hardwood,12,0.2969
2,energy,sawtimber,hardwood,13,0.3007
2,energy,sawtimber,hardwood,14,0.3041
2,energy,sawtimber,hardwood,15,0.3072
2,energy,sawtimber,hardwood,16,0.3101
2,energy,sawtimber,hardwood,17,0.3128
2,energy,sawtimber,hardwood,18,0.3153
2,energy,sawtimber,hardwood,19,0.3176
2,energy,sawtimber,hardwood,20,0.3199
2,energy,sawtimber,hardwood,21,0.3219
2,energy,sawtimber,hardwood,22,0.3239
2,energy,sawtimber,hardwood,23,0.3257
2,energy,sawtimber,hardwood,24,0.3274
2,energy,sawtimber,hardwood,25,0.3291
2,energy,sawtimber,hardwood,26,0.3306
2,energy,sawtimber,hardwood,27,0.3321
2,energy,sawtimber,hardwood,28,0.3336
2,energy,sawtimber,hardwood,29,0.3349
2,energy,sawtimber,hardwood,30,0.3362
2,energy,sawtimber,hardwood,31,0.3374
2,energy,sawtimber,hardwood,32,0.3386
2,energy,sawtimber,hardwood,33,0.3397
2,energy,sawtimber,hardwood,34,0.3408
2,energy,sawtimber,hardwood,35,0.3418
2,energy,sawtimber,hardwood,36,0.3428
2,energy,sawtimber,hardwood,37,0.3437
2,energy,sawtimber,hardwood,38,0.3446
2,energy,sawtimber,hardwood,39,0.3455
2,energy,sawtimber,hardwood,40,0.3463
2,energy,sawtimber,hardwood,41,0.3471
2,energy,sawtimber,hardwood,42,0.3479
2,energy,sawtimber,hardwood,43,0.3486
2,energy,sawtimber,hardwood,44,0.3493
2,energy,sawtimber,hardwood,45,0.3499
2,energy,sawtimber,hardwood,46,0.3505
2,energy,sawtimber,hardwood,47,0.3511
2,energy,sawtimber,hardwood,48,0.3517
2,energy,sawtimber,hardwood,49,0.3523
2,energy,sawtimber,hardwood,50,0.3528
2,energy,sawtimber,hardwood,51,0.3533
2,energy,sawtimber,hardwood,52,0.3537
2,energy,sawtimber,hardwood,53,0.3542
2,energy,sawtimber,hardwood,54,0.3546
2,energy,sawtimber,hardwood,55,0.3550
2,energy,sawtimber,hardwood,56,0.3554
2,energy,sawtimber,hardwood,57,0.3558
2,energy,sawtimber,hardwood,58,0.3562
2,energy,sawtimber,hardwood,59,0.3565
2,energy,sawtimber,hardwood,60,0.3568
2,energy,sawtimber,hardwood,61,0.3571
2,energy,sawtimber,hardwood,62,0.3574
2,energy,sawtimber,hardwood,63,0.3577
2,energy,sawtimber,hardwood,64,0.3580
2,energy,sawtimber,hardwood,65,0.3582
2,energy,sawtimber,hardwood,66,0.3585
2,energy,sawtimber,hardwood,67,0.3587
2,energy,sawtimber,hardwood,68,0.3589
2,energy,sawtimber,hardwood,69,0.3591
2,energy,sawtimber,hardwood,70,0.3593
2,energy,sawtimber,hardwood,71,0.3594
2,energy,sawtimber,hardwood,72,0.3596
2,energy,sawtimber,hardwood,73,0.3598
2,energy,sawtimber,hardwood,74,0.3599
2,energy,sawtimber,hardwood,75,0.3600
2,energy,sawtimber,hardwood,76,0.3602
2,energy,sawtimber,hardwood,77,0.3603
2,energy,sawtimber,hardwood,78,0.3604
2,energy,sawtimber,hardwood,79,0.3605
2,energy,sawtimber,hardwood,80,0.3606
2,energy,sawtimber,hardwood,81,0.3607
2,energy,sawtimber,hardwood,82,0.3608
2,energy,sawtimber,hardwood,83,0.3608
2,energy,sawtimber,hardwood,84,0.3609
